acc,loss,val_acc,val_loss
0.385039930556,1.69231317298,0.396171875,1.58616128159
0.409362847222,1.55550224495,0.4218125,1.53054353809
0.439196180556,1.48865343285,0.452859375,1.44244816208
0.481765625,1.37157511669,0.510859375,1.30013548279
0.533828125,1.24094658301,0.54975,1.19225093651
0.565861111111,1.14648489867,0.576125,1.11972127914
0.586895833333,1.08773087936,0.592359375,1.06955937004
0.601855902778,1.04493555048,0.60290625,1.03709510517
0.61465625,1.01129949241,0.612140625,1.01305508232
0.624085069444,0.985751415147,0.6229375,0.984554064751
0.632138888889,0.962626730177,0.6284375,0.965687381744
0.639680555556,0.941518512726,0.635078125,0.950032776356
0.64653125,0.923941705492,0.641859375,0.927655894756
0.652958333333,0.905770147218,0.647859375,0.913342684269
0.658953125,0.890892652829,0.649703125,0.911642320633
0.663755208333,0.877627287812,0.656390625,0.89017839241
0.669244791667,0.86243559191,0.66009375,0.877523364067
0.673244791667,0.852130070262,0.66078125,0.882399950027
0.677994791667,0.839636244615,0.668234375,0.860014331341
0.682836805556,0.827252883116,0.6690625,0.857634370804
0.685911458333,0.818278405084,0.673234375,0.842484003544
0.689809027778,0.808495333142,0.67703125,0.833575186729
0.693697916667,0.798211439557,0.6805,0.82387617588
0.697456597222,0.789407873684,0.683671875,0.811437170982
0.701086805556,0.779404063543,0.6869375,0.807464735031
0.703597222222,0.771924693478,0.684890625,0.808175790787
0.707380208333,0.762810625341,0.690890625,0.796169163704
0.709967013889,0.755685660468,0.69303125,0.789951719284
0.713133680556,0.747635357433,0.692703125,0.788017103195
0.716756944444,0.738710964627,0.6983125,0.77925265789
0.718201388889,0.734703666157,0.70071875,0.771732144356
0.722223958333,0.724713929282,0.698078125,0.777968558311
0.723423611111,0.720100551075,0.704640625,0.761648610115
0.727267361111,0.71061084546,0.702484375,0.763310930252
0.729534722222,0.70545386521,0.7080625,0.755354072094
0.731128472222,0.700568692578,0.710328125,0.745630328655
0.735428819444,0.690241012944,0.71021875,0.747467648506
0.736934027778,0.686380873998,0.711421875,0.743512478828
0.739927083333,0.678209067663,0.71475,0.735818103313
0.742427083333,0.672836792416,0.717484375,0.730908067226
0.744977430556,0.665042766677,0.71971875,0.72245604229
0.748368055556,0.657429818047,0.720625,0.720238348007
0.749574652778,0.65257299206,0.722171875,0.712171545982
0.753696180556,0.642652318954,0.72425,0.707613933086
0.756399305556,0.635819984807,0.72784375,0.702953537464
0.759366319444,0.6278755055,0.730609375,0.692430765152
0.760479166667,0.623581418408,0.727640625,0.698066188335
0.763840277778,0.615371975051,0.729921875,0.695138102531
0.765989583333,0.610207493782,0.734265625,0.685910625458
0.769522569444,0.600624706215,0.73959375,0.674635596752
0.771654513889,0.595133645376,0.7374375,0.67363267231
0.774998263889,0.586412303766,0.743953125,0.657665955544
0.777123263889,0.580151806778,0.744234375,0.655991779804
0.780170138889,0.57234059657,0.7436875,0.657711799622
0.783848958333,0.563456974771,0.749390625,0.643697361946
0.786680555556,0.555923713525,0.750109375,0.645436478615
0.789279513889,0.548417853302,0.75375,0.634409763813
0.792600694444,0.539680990113,0.756921875,0.622706810951
0.795673611111,0.531050283856,0.7616875,0.60924173975
0.798501736111,0.522407354249,0.7640625,0.603900899887
0.802401041667,0.512806190968,0.765546875,0.598166876793
0.80646875,0.501012358639,0.769265625,0.595044791698
0.810836805556,0.489242289808,0.775109375,0.579482353687
0.815088541667,0.478055372715,0.782296875,0.562146948814
0.820265625,0.464457178805,0.786359375,0.546305508614
0.825277777778,0.453856363932,0.788390625,0.542467894554
0.829592013889,0.443742217885,0.79578125,0.523564063549
0.833010416667,0.43512895102,0.7951875,0.525154462337
0.838371527778,0.422263598495,0.801578125,0.51025947094
0.840913194444,0.417341463301,0.80684375,0.500804272652
0.846095486111,0.405917010095,0.8098125,0.497044555187
0.847017361111,0.402698795584,0.812125,0.492110309362
0.850871527778,0.392325210465,0.81440625,0.482278783083
0.854451388889,0.385387080987,0.81840625,0.475308992624
0.857331597222,0.377960590627,0.81984375,0.469204712152
0.857932291667,0.375578683641,0.8208125,0.471452412367
0.863005208333,0.363929601669,0.82321875,0.460509121895
0.865397569444,0.357397159232,0.829078125,0.446364988565
0.867553819444,0.351850853602,0.826875,0.456265026093
0.870659722222,0.343370095703,0.831296875,0.444449644089
0.872708333333,0.337950253036,0.832578125,0.439155642033
0.874581597222,0.331790041288,0.835890625,0.434372219086
0.873765625,0.333386573977,0.838,0.426474890709
0.879875,0.318451306449,0.84065625,0.421364358902
0.879314236111,0.319136711942,0.8380625,0.42229189539
0.883751736111,0.307776215315,0.844625,0.408688502073
0.883569444444,0.306875457499,0.846875,0.402272258282
0.883460069444,0.307068494611,0.8383125,0.430854589939
0.888730902778,0.294103755262,0.8476875,0.401773135662
0.890098958333,0.290394604418,0.848859375,0.400967956543
0.891185763889,0.286259082675,0.85421875,0.380797072887
0.893513888889,0.279134619421,0.8525,0.388594529152
0.893673611111,0.277936910921,0.85321875,0.382114399433
0.894149305556,0.276608269029,0.85265625,0.390191831112
0.896982638889,0.269738499562,0.850359375,0.39426777792
0.898482638889,0.265152008454,0.85253125,0.394566385746
0.901375,0.257755876435,0.85559375,0.380805532455
0.902871527778,0.253063907252,0.856453125,0.377545606136
0.902520833333,0.253350543473,0.861875,0.366756317616
0.905392361111,0.246001664215,0.85996875,0.367635866642
0.906744791667,0.24186086509,0.86565625,0.352097763538
0.907600694444,0.239279430072,0.862015625,0.365489928246
0.909178819444,0.2348268013,0.867515625,0.342229142666
0.910288194444,0.231705470893,0.869484375,0.341478279352
0.912493055556,0.225954406924,0.8693125,0.340577698946
0.912446180556,0.22652344203,0.86865625,0.346178133488
0.914032986111,0.221522290323,0.8685,0.342033677578
0.917196180556,0.213580257972,0.871109375,0.341992697477
0.917909722222,0.211780912823,0.8699375,0.340892716885
0.917144097222,0.213243189971,0.869203125,0.349867803574
0.918911458333,0.208276442342,0.8708125,0.344323145866
0.924432291667,0.195672660059,0.8778125,0.322644059658
0.923204861111,0.197082696928,0.8786875,0.317219785213
0.922166666667,0.200191665702,0.874890625,0.335197178602
0.924921875,0.193599118895,0.882953125,0.30517175436
0.927763888889,0.186925446537,0.88371875,0.303799099684
0.928409722222,0.185542994433,0.881578125,0.314865967274
0.930401041667,0.18111432547,0.885609375,0.304130528688
0.932532986111,0.174719140225,0.8885,0.29193705833
0.932256944444,0.17613107868,0.877375,0.328469918013
0.930605902778,0.180078274674,0.88771875,0.293362210512
0.936309027778,0.165820391549,0.8894375,0.292905210972
0.937817708333,0.161841974563,0.884375,0.309786752224
0.933795138889,0.170985059619,0.890421875,0.287044134021
0.938760416667,0.159168217977,0.8904375,0.289339051247
0.939203125,0.158330559995,0.892203125,0.286199650288
0.940934027778,0.153902049866,0.8918125,0.287948555946
0.939295138889,0.158819255524,0.888234375,0.300011899233
0.937588541667,0.162403680384,0.895421875,0.281412811995
0.946890625,0.140887078947,0.8911875,0.286262721062
0.944802083333,0.145218978326,0.895171875,0.276254583597
0.941076388889,0.154256722609,0.884921875,0.313528419495
0.947034722222,0.139650357962,0.89571875,0.279108683467
0.947746527778,0.139085493724,0.892484375,0.286244578481
0.945505208333,0.144276032329,0.897109375,0.27394229126
0.950989583333,0.130652795871,0.900171875,0.262814711571
Time,2727.43434548378
